cgpa,attendance,aptitude_score,communication_score,technical_score,projects,internships,certifications,coding_skills,soft_skills,placed
8.32,98.0,64.0,93.0,73.0,6,0,5,77.0,52.0,1
7.11,62.0,77.0,79.0,82.0,2,0,7,41.0,54.0,0
7.28,87.0,31.0,30.0,59.0,4,0,0,32.0,86.0,0
6.12,55.0,79.0,41.0,69.0,5,0,5,0.0,68.0,0
7.46,81.0,66.0,63.0,52.0,0,0,4,57.0,77.0,0
7.15,97.0,74.0,57.0,45.0,3,0,1,42.0,73.0,0
5.93,84.0,70.0,44.0,81.0,3,0,1,66.0,66.0,0
7.05,80.0,45.0,96.0,68.0,3,0,2,19.0,62.0,0
7.03,71.0,36.0,70.0,70.0,1,1,5,45.0,79.0,0
8.72,78.0,50.0,73.0,90.0,3,1,2,67.0,84.0,0
7.9,75.0,73.0,54.0,41.0,0,0,6,37.0,83.0,0
7.11,69.0,75.0,77.0,51.0,6,0,2,66.0,49.0,1
7.32,75.0,38.0,59.0,64.0,4,0,0,47.0,87.0,0
7.14,80.0,45.0,60.0,50.0,0,0,0,57.0,62.0,0
6.92,69.0,50.0,75.0,76.0,3,0,3,70.0,56.0,0
6.13,68.0,57.0,39.0,57.0,6,0,3,77.0,64.0,0
6.96,62.0,38.0,91.0,42.0,5,0,5,60.0,79.0,0
6.43,83.0,37.0,68.0,62.0,1,3,3,42.0,75.0,0
5.97,85.0,48.0,85.0,64.0,6,1,1,49.0,63.0,1
7.56,81.0,65.0,48.0,79.0,1,2,1,71.0,80.0,1
7.45,90.0,42.0,50.0,68.0,1,0,4,38.0,69.0,0
5.49,79.0,61.0,46.0,70.0,1,0,2,54.0,58.0,0
6.99,83.0,82.0,69.0,67.0,6,2,5,50.0,56.0,1
8.0,82.0,40.0,66.0,57.0,5,0,7,56.0,73.0,0
8.05,77.0,59.0,58.0,47.0,3,1,2,38.0,66.0,0
8.02,72.0,81.0,49.0,66.0,4,3,4,21.0,46.0,1
7.14,100.0,55.0,45.0,55.0,1,1,6,68.0,80.0,1
6.34,73.0,53.0,64.0,93.0,0,0,1,77.0,60.0,0
6.12,70.0,84.0,58.0,87.0,5,1,4,22.0,91.0,1
7.41,83.0,57.0,54.0,73.0,6,0,2,65.0,46.0,1
7.44,81.0,83.0,90.0,68.0,0,0,5,80.0,64.0,0
8.26,61.0,71.0,64.0,59.0,0,0,5,70.0,57.0,0
8.09,91.0,57.0,85.0,37.0,3,2,1,50.0,52.0,1
6.98,77.0,72.0,56.0,57.0,0,1,1,39.0,60.0,0
5.98,65.0,69.0,69.0,63.0,5,0,0,60.0,94.0,0
6.81,92.0,81.0,64.0,65.0,6,0,0,63.0,69.0,0
7.3,86.0,53.0,38.0,70.0,1,1,0,60.0,55.0,0
6.92,63.0,64.0,88.0,79.0,2,2,5,54.0,40.0,0
6.58,99.0,62.0,63.0,48.0,6,0,7,36.0,41.0,0
7.33,86.0,76.0,77.0,48.0,2,0,3,66.0,59.0,0
6.65,78.0,45.0,53.0,89.0,1,2,7,67.0,57.0,0
6.53,97.0,81.0,62.0,76.0,0,2,5,62.0,64.0,0
7.38,80.0,71.0,51.0,54.0,5,2,6,60.0,33.0,1
6.74,78.0,39.0,85.0,59.0,6,0,5,92.0,66.0,0
7.32,70.0,85.0,70.0,59.0,0,0,1,46.0,82.0,0
7.35,85.0,100.0,71.0,62.0,5,0,4,84.0,91.0,0
6.07,84.0,81.0,87.0,70.0,1,0,4,43.0,39.0,0
6.67,78.0,89.0,84.0,100.0,0,2,5,80.0,55.0,1
8.39,69.0,65.0,77.0,65.0,2,0,6,83.0,54.0,0
6.05,80.0,33.0,42.0,74.0,3,1,0,52.0,69.0,0
5.2,77.0,30.0,54.0,29.0,5,2,5,91.0,49.0,0
5.42,62.0,68.0,49.0,52.0,4,3,6,67.0,92.0,1
7.13,60.0,52.0,77.0,84.0,1,1,0,40.0,68.0,0
7.13,85.0,47.0,68.0,69.0,4,2,3,51.0,65.0,0
6.99,47.0,62.0,43.0,0.0,6,0,7,81.0,91.0,0
8.19,80.0,74.0,62.0,74.0,4,0,0,76.0,67.0,1
4.69,72.0,37.0,41.0,97.0,1,0,1,37.0,73.0,0
7.46,94.0,55.0,64.0,23.0,0,3,6,55.0,56.0,0
8.51,72.0,90.0,39.0,90.0,3,2,1,62.0,46.0,1
6.08,86.0,44.0,73.0,8.0,3,0,5,48.0,58.0,0
6.76,73.0,79.0,71.0,79.0,2,0,7,100.0,100.0,0
6.42,79.0,54.0,96.0,61.0,0,0,3,63.0,76.0,0
6.3,87.0,73.0,79.0,16.0,0,0,3,57.0,71.0,0
6.81,72.0,83.0,58.0,69.0,3,2,3,82.0,52.0,0
8.38,90.0,76.0,78.0,83.0,6,0,2,51.0,81.0,1
8.75,66.0,79.0,43.0,68.0,4,1,3,78.0,47.0,1
6.8,82.0,42.0,50.0,72.0,3,1,4,25.0,43.0,0
8.81,89.0,83.0,70.0,53.0,6,0,7,49.0,59.0,1
7.13,86.0,48.0,30.0,26.0,4,0,7,79.0,96.0,0
8.68,100.0,68.0,64.0,74.0,5,3,6,89.0,95.0,1
7.02,69.0,68.0,49.0,94.0,4,1,0,43.0,60.0,0
7.22,61.0,72.0,67.0,82.0,5,0,2,40.0,57.0,0
7.43,66.0,69.0,48.0,23.0,3,0,6,69.0,42.0,0
9.96,86.0,48.0,72.0,32.0,4,2,4,46.0,68.0,1
7.87,84.0,39.0,65.0,45.0,4,2,2,53.0,69.0,1
6.46,79.0,79.0,87.0,31.0,5,1,2,76.0,79.0,1
7.97,65.0,66.0,65.0,62.0,6,1,0,47.0,81.0,1
6.77,87.0,84.0,53.0,68.0,2,2,2,19.0,64.0,0
6.66,63.0,62.0,61.0,34.0,4,0,3,32.0,75.0,0
7.92,92.0,38.0,43.0,76.0,0,1,3,58.0,56.0,0
7.13,100.0,80.0,71.0,72.0,3,0,4,21.0,75.0,0
7.35,82.0,56.0,74.0,51.0,6,1,2,52.0,59.0,0
7.11,85.0,69.0,100.0,58.0,4,3,1,30.0,74.0,0
7.4,72.0,51.0,55.0,24.0,1,3,7,91.0,73.0,0
7.48,56.0,93.0,61.0,55.0,4,1,3,100.0,68.0,1
5.36,71.0,47.0,56.0,61.0,2,1,2,37.0,79.0,0
7.7,65.0,57.0,68.0,64.0,3,2,5,63.0,43.0,1
6.22,61.0,65.0,71.0,68.0,1,3,4,39.0,51.0,0
5.8,99.0,43.0,64.0,66.0,4,1,4,52.0,63.0,0
7.05,81.0,69.0,82.0,56.0,1,0,1,94.0,45.0,0
7.18,83.0,92.0,55.0,66.0,3,0,5,49.0,61.0,0
6.48,74.0,54.0,81.0,80.0,6,2,1,52.0,61.0,0
7.85,76.0,70.0,74.0,59.0,5,1,6,39.0,87.0,0
5.89,90.0,14.0,65.0,67.0,2,1,3,81.0,69.0,0
6.73,78.0,62.0,60.0,57.0,6,1,3,0.0,82.0,0
6.57,84.0,57.0,100.0,49.0,0,0,3,49.0,72.0,0
7.06,76.0,48.0,52.0,71.0,6,0,3,57.0,59.0,0
7.35,74.0,82.0,70.0,50.0,2,1,5,45.0,69.0,0
6.19,61.0,57.0,53.0,68.0,5,0,3,75.0,78.0,1
7.75,54.0,60.0,94.0,62.0,6,1,1,82.0,85.0,0
7.16,75.0,56.0,79.0,55.0,4,1,4,30.0,65.0,0
5.4,79.0,28.0,54.0,55.0,4,2,2,100.0,42.0,0
5.34,63.0,43.0,73.0,51.0,5,0,0,30.0,41.0,0
7.09,78.0,80.0,69.0,30.0,1,1,6,84.0,62.0,0
6.9,79.0,25.0,57.0,68.0,1,0,2,61.0,32.0,0
7.01,52.0,49.0,77.0,65.0,2,0,4,48.0,94.0,0
7.07,67.0,56.0,71.0,77.0,3,0,1,50.0,76.0,0
7.3,83.0,94.0,68.0,51.0,5,0,2,57.0,57.0,0
7.95,83.0,77.0,64.0,97.0,1,2,3,62.0,50.0,0
6.1,64.0,53.0,72.0,54.0,3,2,1,40.0,82.0,0
6.05,80.0,86.0,69.0,44.0,0,0,7,53.0,50.0,0
6.12,90.0,50.0,66.0,42.0,0,2,2,43.0,52.0,0
7.36,87.0,81.0,55.0,28.0,6,1,4,34.0,56.0,0
8.22,77.0,39.0,92.0,90.0,5,1,4,42.0,69.0,1
6.71,72.0,82.0,48.0,87.0,6,2,3,35.0,76.0,0
4.85,70.0,56.0,72.0,72.0,2,1,4,50.0,85.0,0
5.57,84.0,44.0,60.0,44.0,3,0,4,67.0,83.0,0
6.35,80.0,59.0,93.0,95.0,4,0,0,60.0,67.0,0
6.6,86.0,68.0,51.0,54.0,1,1,5,97.0,82.0,0
6.73,80.0,54.0,53.0,56.0,5,2,0,14.0,57.0,0
7.13,88.0,73.0,49.0,88.0,4,1,3,67.0,40.0,1
6.82,79.0,53.0,70.0,74.0,2,0,2,58.0,57.0,0
8.04,87.0,74.0,43.0,100.0,3,0,3,74.0,55.0,0
6.49,88.0,71.0,57.0,66.0,2,2,0,72.0,58.0,0
6.32,68.0,62.0,31.0,53.0,5,0,5,55.0,53.0,0
7.53,56.0,55.0,69.0,49.0,6,1,3,61.0,60.0,0
5.72,97.0,66.0,57.0,26.0,6,1,0,43.0,76.0,0
7.45,81.0,73.0,41.0,56.0,5,0,0,70.0,93.0,1
7.19,57.0,100.0,82.0,83.0,2,0,4,20.0,41.0,0
6.97,69.0,80.0,44.0,72.0,5,0,5,74.0,48.0,0
8.53,87.0,81.0,78.0,61.0,1,0,4,58.0,55.0,0
6.54,75.0,100.0,54.0,42.0,6,1,5,48.0,78.0,1
8.95,72.0,72.0,91.0,65.0,1,1,6,53.0,64.0,1
6.9,95.0,72.0,77.0,80.0,2,0,6,55.0,56.0,0
5.95,65.0,76.0,49.0,69.0,0,1,7,84.0,78.0,0
7.16,68.0,45.0,50.0,64.0,0,0,7,100.0,81.0,0
6.13,81.0,55.0,75.0,46.0,2,0,6,82.0,67.0,0
6.42,83.0,54.0,61.0,77.0,3,1,3,47.0,55.0,0
7.46,84.0,75.0,62.0,1.0,0,1,4,71.0,71.0,0
7.6,89.0,60.0,85.0,68.0,5,1,4,71.0,64.0,0
6.54,80.0,65.0,53.0,100.0,0,0,1,39.0,63.0,0
7.99,84.0,83.0,66.0,32.0,6,1,5,33.0,59.0,1
8.14,75.0,79.0,80.0,56.0,1,0,4,57.0,81.0,0
8.39,79.0,60.0,78.0,61.0,2,3,4,74.0,71.0,1
7.58,79.0,51.0,62.0,52.0,1,1,6,26.0,83.0,0
8.33,81.0,83.0,60.0,81.0,5,2,5,44.0,87.0,1
5.41,87.0,77.0,37.0,70.0,5,0,7,69.0,74.0,0
6.81,85.0,34.0,48.0,64.0,0,0,7,59.0,59.0,0
6.32,79.0,57.0,70.0,76.0,0,1,6,86.0,83.0,0
7.21,68.0,66.0,63.0,61.0,4,0,2,30.0,74.0,1
6.59,79.0,77.0,66.0,100.0,6,1,1,100.0,100.0,0
6.95,78.0,79.0,82.0,64.0,0,1,2,27.0,72.0,0
8.79,80.0,68.0,46.0,65.0,1,3,5,17.0,77.0,1
6.95,100.0,74.0,61.0,29.0,3,0,6,57.0,71.0,0
7.47,72.0,64.0,68.0,51.0,0,2,7,35.0,66.0,0
6.89,83.0,51.0,54.0,83.0,2,0,5,57.0,63.0,0
7.17,91.0,58.0,88.0,36.0,0,0,5,57.0,71.0,0
7.11,79.0,63.0,80.0,20.0,3,1,7,54.0,75.0,0
7.5,100.0,62.0,70.0,62.0,5,0,5,41.0,84.0,1
8.15,73.0,29.0,94.0,87.0,2,3,1,67.0,72.0,1
8.58,82.0,56.0,41.0,62.0,1,2,4,52.0,60.0,0
7.38,68.0,64.0,65.0,55.0,2,3,2,80.0,62.0,1
7.63,74.0,58.0,71.0,26.0,3,3,5,54.0,47.0,0
6.06,81.0,59.0,50.0,70.0,1,1,5,39.0,92.0,0
7.02,88.0,72.0,70.0,74.0,0,0,2,24.0,59.0,0
7.95,82.0,44.0,47.0,27.0,1,2,2,55.0,82.0,0
7.88,93.0,34.0,76.0,83.0,6,0,0,33.0,71.0,0
7.29,77.0,57.0,82.0,76.0,5,2,2,31.0,72.0,1
7.9,74.0,77.0,69.0,83.0,0,1,6,69.0,65.0,0
7.54,100.0,93.0,35.0,72.0,2,1,5,22.0,55.0,0
8.18,83.0,77.0,50.0,73.0,2,0,7,86.0,52.0,0
7.36,69.0,37.0,74.0,71.0,1,0,7,61.0,93.0,0
6.78,70.0,59.0,65.0,78.0,5,0,6,57.0,69.0,0
7.4,67.0,68.0,22.0,26.0,6,0,1,37.0,84.0,0
4.5,89.0,66.0,85.0,32.0,1,0,2,73.0,88.0,0
7.44,74.0,73.0,67.0,47.0,0,0,0,58.0,61.0,0
4.5,80.0,46.0,52.0,59.0,1,0,0,44.0,73.0,0
5.55,77.0,64.0,81.0,68.0,4,1,1,62.0,68.0,0
7.51,87.0,71.0,54.0,67.0,5,0,2,24.0,50.0,0
7.53,68.0,78.0,54.0,82.0,2,2,0,25.0,64.0,1
6.05,65.0,48.0,71.0,83.0,1,0,6,36.0,76.0,0
6.46,81.0,57.0,93.0,44.0,1,1,4,65.0,60.0,0
8.33,85.0,14.0,91.0,66.0,0,0,5,58.0,62.0,0
6.66,82.0,52.0,71.0,45.0,0,1,5,79.0,64.0,0
9.12,68.0,54.0,72.0,57.0,2,1,7,40.0,99.0,1
7.1,86.0,45.0,78.0,67.0,4,1,1,69.0,39.0,0
7.47,69.0,66.0,45.0,0.0,0,0,2,56.0,75.0,0
8.56,72.0,62.0,75.0,100.0,1,1,2,39.0,63.0,1
7.22,67.0,22.0,53.0,72.0,6,0,4,66.0,57.0,0
6.2,94.0,67.0,70.0,50.0,6,0,4,57.0,63.0,0
7.0,86.0,46.0,61.0,98.0,4,0,6,45.0,77.0,0
7.07,85.0,72.0,73.0,54.0,3,1,4,59.0,78.0,0
5.87,93.0,40.0,67.0,64.0,4,0,1,55.0,70.0,0
6.87,100.0,64.0,16.0,52.0,2,1,4,55.0,83.0,0
6.43,57.0,58.0,68.0,92.0,1,0,7,50.0,86.0,0
7.93,69.0,68.0,75.0,59.0,2,0,4,32.0,79.0,0
7.13,71.0,65.0,72.0,64.0,4,0,4,59.0,59.0,0
6.85,68.0,58.0,63.0,84.0,4,0,1,42.0,74.0,0
7.0,65.0,35.0,91.0,72.0,4,1,0,38.0,74.0,1
7.3,74.0,36.0,70.0,60.0,4,2,1,53.0,55.0,0
7.66,63.0,52.0,72.0,82.0,0,1,0,73.0,43.0,0
6.2,82.0,63.0,82.0,100.0,4,0,3,62.0,37.0,0
6.16,79.0,52.0,71.0,67.0,6,0,7,47.0,68.0,0
8.09,84.0,74.0,51.0,63.0,4,2,3,47.0,71.0,1
6.73,84.0,58.0,26.0,64.0,4,0,5,71.0,49.0,0
5.82,85.0,46.0,57.0,86.0,1,0,6,10.0,83.0,0
7.5,74.0,58.0,77.0,50.0,5,2,6,74.0,69.0,0
7.52,100.0,67.0,59.0,56.0,3,0,5,21.0,87.0,0
5.72,81.0,69.0,78.0,32.0,1,0,6,30.0,73.0,0
7.31,56.0,97.0,67.0,39.0,3,0,2,48.0,51.0,0
7.76,66.0,51.0,86.0,51.0,0,1,3,100.0,74.0,0
7.44,57.0,62.0,60.0,60.0,6,0,3,92.0,77.0,0
7.67,78.0,71.0,72.0,95.0,4,1,6,72.0,59.0,1
5.84,77.0,63.0,73.0,71.0,2,0,3,65.0,45.0,0
7.4,72.0,54.0,89.0,44.0,5,0,7,21.0,69.0,0
6.83,100.0,35.0,38.0,47.0,0,0,1,61.0,52.0,0
6.67,85.0,54.0,58.0,87.0,2,2,1,47.0,84.0,0
7.88,87.0,44.0,79.0,82.0,4,0,5,42.0,61.0,0
8.43,67.0,32.0,90.0,62.0,0,1,6,61.0,93.0,0
8.71,66.0,49.0,69.0,53.0,4,0,5,49.0,35.0,0
8.28,78.0,44.0,60.0,82.0,5,0,2,75.0,69.0,1
7.0,80.0,74.0,77.0,42.0,4,0,0,19.0,88.0,1
7.42,56.0,74.0,79.0,68.0,1,1,2,60.0,54.0,0
7.79,76.0,47.0,59.0,100.0,5,0,3,40.0,65.0,1
7.21,78.0,58.0,70.0,65.0,2,1,3,50.0,61.0,1
7.22,75.0,30.0,84.0,46.0,5,2,7,64.0,57.0,1
7.84,68.0,54.0,95.0,69.0,4,1,6,36.0,71.0,1
7.05,72.0,70.0,77.0,52.0,0,1,6,61.0,48.0,0
6.44,76.0,78.0,66.0,35.0,0,1,0,54.0,65.0,0
6.73,79.0,50.0,64.0,74.0,0,1,1,45.0,75.0,0
7.67,85.0,82.0,74.0,82.0,0,0,3,49.0,64.0,0
7.1,91.0,36.0,63.0,55.0,2,1,4,55.0,52.0,0
7.41,74.0,41.0,68.0,54.0,0,2,5,43.0,82.0,0
7.7,73.0,76.0,48.0,43.0,6,0,2,58.0,78.0,0
6.76,83.0,93.0,86.0,58.0,6,2,0,52.0,51.0,1
7.78,85.0,72.0,47.0,50.0,1,2,2,46.0,48.0,0
7.44,73.0,62.0,58.0,42.0,2,0,6,90.0,53.0,0
5.99,87.0,23.0,67.0,97.0,5,2,7,66.0,75.0,1
8.4,90.0,27.0,97.0,70.0,4,0,7,50.0,71.0,0
6.65,94.0,65.0,58.0,72.0,4,0,4,61.0,79.0,0
5.61,99.0,57.0,54.0,78.0,6,0,0,37.0,62.0,0
6.16,68.0,43.0,56.0,76.0,4,1,7,49.0,53.0,0
6.18,78.0,64.0,92.0,53.0,4,0,1,52.0,81.0,0
7.15,78.0,65.0,20.0,66.0,3,2,2,33.0,59.0,0
6.85,77.0,80.0,49.0,56.0,3,0,7,66.0,70.0,0
6.8,70.0,65.0,100.0,69.0,2,0,4,48.0,44.0,0
7.66,60.0,85.0,74.0,67.0,3,1,1,51.0,58.0,1
7.41,79.0,63.0,47.0,54.0,6,0,4,47.0,82.0,0
7.38,69.0,61.0,64.0,36.0,2,1,0,100.0,56.0,0
7.47,79.0,82.0,66.0,64.0,0,0,2,45.0,79.0,0
7.65,68.0,45.0,79.0,57.0,4,3,7,17.0,32.0,0
5.2,65.0,100.0,94.0,25.0,5,1,2,26.0,59.0,0
6.77,81.0,70.0,71.0,71.0,6,0,7,73.0,64.0,0
5.14,80.0,70.0,56.0,79.0,3,0,4,85.0,93.0,0
7.13,85.0,72.0,78.0,100.0,5,0,5,44.0,49.0,0
7.1,100.0,97.0,54.0,54.0,1,2,5,84.0,77.0,1
8.04,81.0,77.0,48.0,51.0,2,1,4,73.0,83.0,0
8.17,84.0,34.0,37.0,40.0,2,0,0,54.0,56.0,0
7.28,65.0,88.0,40.0,65.0,2,0,7,53.0,61.0,0
6.65,63.0,57.0,51.0,65.0,5,2,3,62.0,69.0,0
7.54,97.0,65.0,46.0,46.0,6,0,5,76.0,45.0,0
6.62,67.0,40.0,70.0,58.0,2,1,4,66.0,60.0,0
7.1,65.0,72.0,46.0,23.0,0,1,5,44.0,86.0,0
7.99,78.0,51.0,15.0,79.0,5,0,2,55.0,75.0,0
6.6,77.0,65.0,48.0,46.0,5,1,6,98.0,65.0,0
7.83,67.0,58.0,57.0,60.0,6,0,1,63.0,69.0,1
7.71,74.0,98.0,55.0,34.0,1,0,5,75.0,76.0,0
6.24,93.0,99.0,89.0,50.0,5,3,4,69.0,79.0,0
7.98,68.0,64.0,55.0,56.0,5,1,4,63.0,59.0,1
7.73,61.0,64.0,79.0,61.0,5,2,0,60.0,90.0,1
7.19,89.0,56.0,65.0,70.0,5,1,3,76.0,87.0,0
6.41,84.0,83.0,64.0,88.0,6,0,0,72.0,77.0,0
6.33,71.0,57.0,52.0,75.0,3,1,4,63.0,54.0,0
6.62,59.0,55.0,64.0,79.0,0,1,5,44.0,52.0,0
7.59,69.0,81.0,53.0,88.0,1,0,4,66.0,62.0,0
6.24,77.0,53.0,68.0,72.0,6,0,6,57.0,68.0,0
7.49,92.0,62.0,61.0,60.0,5,1,2,52.0,40.0,0
5.98,66.0,35.0,50.0,80.0,0,1,2,100.0,74.0,0
6.92,77.0,76.0,81.0,81.0,2,0,3,27.0,86.0,0
7.2,86.0,98.0,72.0,73.0,1,2,1,77.0,76.0,0
9.3,49.0,76.0,58.0,33.0,2,0,6,41.0,57.0,0
5.86,90.0,89.0,67.0,45.0,4,0,6,61.0,55.0,0
8.42,64.0,48.0,64.0,56.0,3,0,3,100.0,71.0,1
7.23,82.0,67.0,51.0,76.0,3,1,6,39.0,65.0,0
7.47,81.0,46.0,66.0,61.0,3,0,0,44.0,74.0,0
7.21,91.0,59.0,55.0,83.0,4,1,1,58.0,76.0,0
7.5,85.0,77.0,50.0,86.0,4,0,2,41.0,83.0,0
6.96,49.0,65.0,39.0,84.0,0,1,3,76.0,50.0,0
8.41,69.0,38.0,59.0,84.0,0,1,1,47.0,70.0,0
6.69,80.0,39.0,74.0,41.0,2,0,4,71.0,62.0,0
8.12,76.0,38.0,54.0,70.0,3,2,6,31.0,66.0,1
6.52,84.0,72.0,100.0,49.0,6,0,3,22.0,80.0,0
7.05,87.0,100.0,79.0,30.0,6,0,3,53.0,82.0,0
6.14,85.0,88.0,86.0,56.0,4,1,0,27.0,88.0,0
7.51,75.0,29.0,78.0,86.0,0,1,2,88.0,73.0,0
8.4,56.0,89.0,95.0,70.0,0,0,6,27.0,65.0,0
7.03,73.0,80.0,52.0,99.0,3,1,6,37.0,63.0,1
6.92,83.0,35.0,24.0,64.0,4,0,0,66.0,41.0,0
6.1,65.0,58.0,58.0,100.0,4,1,0,46.0,87.0,0
6.89,86.0,83.0,74.0,64.0,0,1,6,28.0,62.0,1
5.67,89.0,73.0,67.0,61.0,6,3,1,99.0,75.0,1
6.28,80.0,39.0,69.0,37.0,3,0,4,38.0,77.0,0
7.3,41.0,74.0,86.0,82.0,4,1,6,54.0,48.0,0
8.29,63.0,25.0,71.0,51.0,0,1,6,54.0,53.0,0
9.63,100.0,59.0,78.0,49.0,5,0,4,72.0,90.0,0
6.57,71.0,83.0,50.0,85.0,3,0,3,67.0,71.0,0
8.39,54.0,63.0,47.0,83.0,1,3,6,41.0,58.0,1
7.32,93.0,54.0,91.0,83.0,2,0,5,51.0,65.0,0
6.96,78.0,79.0,67.0,54.0,2,1,6,53.0,83.0,0
7.49,91.0,81.0,55.0,60.0,0,0,4,73.0,81.0,0
7.16,81.0,87.0,55.0,60.0,6,1,7,35.0,45.0,0
7.2,84.0,79.0,55.0,76.0,5,0,6,98.0,92.0,0
6.73,82.0,82.0,54.0,91.0,6,3,0,43.0,81.0,1
5.84,86.0,76.0,44.0,68.0,2,1,2,58.0,65.0,0
5.71,100.0,68.0,41.0,99.0,3,0,6,35.0,49.0,0
7.69,90.0,65.0,62.0,78.0,3,1,0,32.0,83.0,0
6.85,59.0,59.0,56.0,57.0,3,1,5,41.0,74.0,0
6.56,83.0,41.0,83.0,77.0,4,0,2,39.0,45.0,0
7.11,92.0,46.0,70.0,93.0,3,0,1,50.0,64.0,0
7.82,92.0,58.0,69.0,99.0,5,1,4,38.0,100.0,1
7.26,73.0,67.0,53.0,84.0,0,1,7,72.0,67.0,0
6.51,92.0,89.0,63.0,61.0,1,0,7,42.0,56.0,0
8.2,89.0,62.0,71.0,57.0,6,2,3,40.0,52.0,0
8.52,100.0,81.0,76.0,72.0,6,0,0,50.0,94.0,1
7.55,69.0,82.0,63.0,93.0,5,0,7,78.0,80.0,0
7.98,72.0,59.0,82.0,69.0,2,1,7,62.0,88.0,0
8.22,74.0,74.0,65.0,70.0,3,0,4,56.0,71.0,0
8.12,72.0,59.0,78.0,62.0,0,0,5,29.0,86.0,0
7.65,67.0,87.0,57.0,55.0,1,1,4,35.0,54.0,0
7.64,45.0,74.0,36.0,58.0,5,0,0,32.0,69.0,0
7.57,73.0,42.0,69.0,64.0,2,0,1,84.0,71.0,0
6.11,82.0,66.0,77.0,94.0,3,1,1,69.0,88.0,0
7.73,72.0,93.0,74.0,56.0,0,1,7,41.0,72.0,0
5.88,100.0,60.0,72.0,62.0,3,2,0,47.0,58.0,0
6.38,78.0,71.0,59.0,45.0,5,1,4,41.0,68.0,0
8.27,93.0,73.0,52.0,75.0,4,1,2,40.0,42.0,0
7.86,81.0,44.0,74.0,87.0,3,0,0,67.0,32.0,0
8.44,88.0,72.0,72.0,92.0,6,1,7,52.0,79.0,1
6.86,81.0,38.0,56.0,65.0,1,0,0,100.0,61.0,0
6.06,94.0,52.0,83.0,72.0,2,0,6,83.0,63.0,0
6.88,79.0,82.0,51.0,58.0,4,2,6,84.0,79.0,1
7.19,84.0,69.0,56.0,71.0,3,1,6,71.0,88.0,0
7.17,82.0,58.0,91.0,67.0,6,1,1,50.0,75.0,1
8.12,75.0,71.0,79.0,62.0,0,0,7,70.0,96.0,0
6.77,83.0,62.0,59.0,64.0,0,0,4,51.0,75.0,0
7.42,100.0,63.0,70.0,70.0,2,1,3,91.0,72.0,0
6.21,75.0,75.0,67.0,55.0,3,1,5,66.0,71.0,0
7.51,83.0,50.0,21.0,56.0,6,0,2,63.0,48.0,0
7.1,93.0,64.0,50.0,93.0,3,0,2,61.0,81.0,0
6.43,92.0,57.0,64.0,100.0,3,0,2,93.0,30.0,0
6.89,78.0,34.0,59.0,38.0,1,1,4,29.0,58.0,0
6.93,49.0,46.0,69.0,37.0,3,1,4,95.0,67.0,0
6.86,84.0,91.0,83.0,43.0,3,0,1,54.0,55.0,0
8.69,51.0,70.0,60.0,59.0,4,0,1,30.0,60.0,0
7.01,96.0,39.0,48.0,78.0,4,0,7,43.0,95.0,0
6.88,80.0,35.0,70.0,72.0,3,0,4,25.0,84.0,0
5.21,90.0,61.0,60.0,64.0,1,1,6,71.0,57.0,0
6.3,67.0,91.0,63.0,71.0,1,0,2,37.0,60.0,0
6.86,59.0,60.0,60.0,48.0,1,1,2,61.0,48.0,0
6.48,81.0,87.0,100.0,56.0,4,1,2,81.0,78.0,1
8.34,78.0,69.0,29.0,61.0,5,3,4,45.0,63.0,1
6.95,72.0,71.0,59.0,31.0,6,2,6,53.0,38.0,1
8.26,79.0,39.0,65.0,39.0,2,0,4,32.0,69.0,0
7.16,100.0,80.0,53.0,40.0,0,0,2,50.0,74.0,0
7.13,88.0,57.0,79.0,76.0,4,0,7,100.0,81.0,0
7.02,91.0,79.0,78.0,66.0,0,1,4,74.0,66.0,0
7.1,88.0,48.0,64.0,73.0,4,0,3,53.0,61.0,0
8.65,96.0,66.0,61.0,26.0,2,0,0,46.0,97.0,0
5.01,76.0,69.0,63.0,33.0,5,0,4,57.0,67.0,0
5.3,53.0,60.0,63.0,74.0,4,0,4,61.0,78.0,0
6.61,76.0,70.0,64.0,8.0,5,1,7,50.0,59.0,0
7.11,88.0,58.0,62.0,84.0,2,1,1,69.0,77.0,1
7.72,66.0,51.0,69.0,26.0,5,1,1,39.0,45.0,0
7.53,76.0,92.0,77.0,77.0,3,2,7,39.0,60.0,1
6.75,70.0,82.0,45.0,44.0,4,0,4,65.0,49.0,0
8.02,96.0,49.0,48.0,81.0,2,0,0,35.0,58.0,0
8.03,87.0,73.0,37.0,100.0,3,0,0,73.0,86.0,0
7.27,86.0,50.0,79.0,18.0,5,1,3,58.0,58.0,0
7.97,85.0,42.0,69.0,74.0,2,1,4,21.0,78.0,0
7.35,78.0,82.0,73.0,27.0,0,0,1,60.0,90.0,0
6.59,80.0,32.0,42.0,69.0,2,2,2,24.0,67.0,0
7.73,64.0,80.0,94.0,57.0,2,0,5,72.0,82.0,0
7.2,52.0,58.0,55.0,63.0,2,0,7,53.0,75.0,0
7.1,80.0,59.0,68.0,44.0,0,1,3,95.0,69.0,0
8.43,82.0,70.0,79.0,76.0,0,2,3,79.0,78.0,1
4.89,93.0,73.0,49.0,33.0,2,1,2,37.0,95.0,0
5.82,97.0,48.0,56.0,85.0,2,2,1,18.0,57.0,0
